jeane_aufdenberg,the_firm,car_rental_agent,Jeane,Aufdenberg
julia_hayes,the_firm,girl_in_bar,Julia,Hayes
shelley_duvall,frankenweenie,susan_frankenstein,Shelley,Duvall
roz_braverman,frankenweenie,mrs_epstein,Roz,Braverman
sofia_coppola,frankenweenie,anne_chambers,Sofia,Coppola
helen_boll,frankenweenie,mrs_curtis,Helen,Boll
lynn_adrianna,her,letter_writer1,Lynn,Adrianna
lisa_renee_pitts,her,letter_writer2,Lisa,Pitts
gabe_gomez,her,letter_writer3,Gabe,Gomez
rooney_mara,her,catherine,Rooney,Mara
scarlett_johansson,her,samantha,Scarlett,Johansson
amy_addams,her,amy,Amy,Addams
sigourney_weaver,ghostbusters,dana_barrett,Sigourney,Weaver
annie_potts,ghostbusters,janine_melnitz,Annie,Potts
jennifer_runyon,ghostbusters,female_student,Jennifer,Runyon
slavitza_jovan,ghostbusters,gozer,Slavitza,Jovan
alice_drummond,ghostbusters,librarian,Alice,Drummond
rhoda_gemignani,ghostbusters,real_estate_woman,Rhoda,Gemignani
patty_dworkin,ghostbusters,woman_at_party,Patty,Dworkin
jean_kasem,ghostbusters,tall_woman_at_party,Jean,Kasem
frances_e_nealy,ghostbusters,chambermaid,Frances,Nealy
eda_reiss_merin,ghostbusters,louis_s_neighbor,Eda,Merin
kathryn_janssen,ghostbusters,mrs_van_hoffman,Kathryn,Janssen
carol_ann_henry,ghostbusters,reporter,Carol,Henry
frances_turner,ghostbusters,reporter,Frances,Turner
nancy_kelly,ghostbusters,reporter,Nancy,Kelly
cheryl_birchenfield,ghostbusters,annette_fleming,Cheryl,Birchenfield
ruth_oliver,ghostbusters,library_ghost,Ruth,Oliver
kymberly_herrin,ghostbusters,dream_ghost,Kymberly,Herrin
paddi_edwards,ghostbusters,gozer,Paddi,Edwards
deborah_gibson,ghostbusters,birthday_girl_in_tavern_on_the_green,Deborah,Gibson
scarlett_johansson,girl_with_a_pearl_earring,griet,Scarlett,Johansson
judy_parfitt,girl_with_a_pearl_earring,maria_thins,Judy,Parfitt
essie_davis,girl_with_a_pearl_earring,catharina_vermeer,Essie,Davis
joanna_scanlan,girl_with_a_pearl_earring,tanneke,Joanna,Scanlan
alakina_mann,girl_with_a_pearl_earring,cornelia_vermeer,Alakina,Mann
gabrielle_reidy,girl_with_a_pearl_earring,griet_s_mother,Gabrielle,Reidy
anna_popplewell,girl_with_a_pearl_earring,maertge,Anna,Popplewell
ana_s_nepper,girl_with_a_pearl_earring,lisbeth,Ana,Nepper
melanie_meyfroid,girl_with_a_pearl_earring,aleydis,Melanie,Meyfroid
lola_carpenter,girl_with_a_pearl_earring,baby_franciscus,Lola,Carpenter
charlotte_carpenter,girl_with_a_pearl_earring,baby_franciscus,Charlotte,Carpenter
olivia_chauveau,girl_with_a_pearl_earring,baby_franciscus,Olivia,Chauveau
virginie_colin,girl_with_a_pearl_earring,emilie_van_ruijven,Virginie,Colin
sarah_drews,girl_with_a_pearl_earring,van_ruijven_s_daughter,Sarah,Drews
christelle_bulckaen,girl_with_a_pearl_earring,wet_nurse,Christelle,Bulckaen
gintare_parulyte,girl_with_a_pearl_earring,model,Gintare,Parulyte
claire_johnston,girl_with_a_pearl_earring,white_haired_woman,Claire,Johnston
diane_keaton,the_godfather,kay_adams,Diane,Keaton
talia_shire,the_godfather,connie,Talia,Shire
morgana_king,the_godfather,mama_corleone,Morgana,King
tere_livrano,the_godfather,theresa_hagen,Tere,Livrano
jeannie_linero,the_godfather,lucy_mancini,Jeannie,Linero
julie_gregg,the_godfather,sandra_corleone,Julie,Gregg
ardell_sheridan,the_godfather,mrs_clemenza,Ardell,Sheridan
simonetta_stefanelli,the_godfather,apollonia_vitelli_corleone,Simonetta,Stefanelli
sofia_coppola,the_godfather,michael_francis_rizzi,Sofia,Coppola
filomena_spagnuolo,the_godfather,extra_at_wedding_scene,Filomena,Spagnuolo
diane_keaton,the_godfather_part_ii,kay_corleone,Diane,Keaton
talia_shire,the_godfather_part_ii,connie_corleone,Talia,Shire
francesca_de_sapio,the_godfather_part_ii,young_mama_corleone,Francesca,Sapio
morgana_king,the_godfather_part_ii,older_carmella_mama_corleone,Morgana,King
marianna_hill,the_godfather_part_ii,deanna_dunn_corleone,Marianna,Hill
tere_livrano,the_godfather_part_ii,theresa_hagen,Tere,Livrano
maria_carta,the_godfather_part_ii,signora_andolini_vito_s_mother,Maria,Carta
fay_spain,the_godfather_part_ii,mrs_marcia_roth,Fay,Spain
kathleen_beller,the_godfather_part_ii,girl_in_senza_mamma,Kathleen,Beller
saveria_mazzola,the_godfather_part_ii,signora_colombo,Saveria,Mazzola
elda_maida,the_godfather_part_ii,pentangeli_s_wife,Elda,Maida
ivonne_coll,the_godfather_part_ii,yolanda,Ivonne,Coll
gabriella_belloni,the_godfather_part_ii,ellis_island_nurse,Gabriella,Belloni
venancia_grangerard,the_godfather_part_ii,cuban_nurse,Venancia,Grangerard
erica_yohn,the_godfather_part_ii,governess,Erica,Yohn
theresa_tirelli,the_godfather_part_ii,midwife,Theresa,Tirelli
sofia_coppola,the_godfather_part_ii,child_on_steamship_in_ny_harbor,Sofia,Coppola
laura_lyons,the_godfather_part_ii,,Laura,Lyons
connie_mason,the_godfather_part_ii,extra,Connie,Mason
filomena_spagnuolo,the_godfather_part_ii,extra_in_little_italy,Filomena,Spagnuolo
diane_keaton,the_godfather_part_iii,kay_adams_mitchelson,Diane,Keaton
talia_shire,the_godfather_part_iii,connie_corleone_rizzi,Talia,Shire
bridget_fonda,the_godfather_part_iii,grace_hamilton,Bridget,Fonda
sofia_coppola,the_godfather_part_iii,mary_corleone,Sofia,Coppola
jeannie_linero,the_godfather_part_iii,lucy_mancini,Jeannie,Linero
jeanne_savarino_pesch,the_godfather_part_iii,francesca_corleone,Jeanne,Pesch
janet_savarino_smith,the_godfather_part_iii,kathryn_corleone,Janet,Smith
tere_livrano,the_godfather_part_iii,teresa_hagen,Tere,Livrano
valeria_sabel,the_godfather_part_iii,sister_vincenza,Valeria,Sabel
diane_agostini,the_godfather_part_iii,woman_with_child_at_street_fair,Diane,Agostini
jessica_di_cicco,the_godfather_part_iii,child,Jessica,Cicco
catherine_scorsese,the_godfather_part_iii,woman_in_cafe,Catherine,Scorsese
ida_bernardini,the_godfather_part_iii,woman_in_cafe,Ida,Bernardini
elena_lo_forte,the_godfather_part_iii,santuzza_played_by_sequence_cavalleria_rusticana,Elena,Forte
madelyn_ren_e_monti,the_godfather_part_iii,santuzza_sung_by_lola_sequence_cavalleria_rusticana,Madelyn,Monti
corinna_vozza,the_godfather_part_iii,lucia_sequence_cavalleria_rusticana,Corinna,Vozza
simonetta_stefanelli,the_godfather_part_iii,apollonia_vitelli_corleone,Simonetta,Stefanelli
andie_macdowell,groundhog_day,rita,Andie,MacDowell
marita_geraghty,groundhog_day,nancy_taylor,Marita,Geraghty
angela_paton,groundhog_day,mrs_lancaster,Angela,Paton
robin_duke,groundhog_day,doris_the_waitress,Robin,Duke
carol_bivins,groundhog_day,anchorwoman,Carol,Bivins
peggy_roeder,groundhog_day,piano_teacher,Peggy,Roeder
sandy_maschmeyer,groundhog_day,phil_s_movie_date,Sandy,Maschmeyer
leighanne_o_neil,groundhog_day,fan_on_street,Leighanne,O'Neil
evangeline_binkley,groundhog_day,jeopardy__viewer,Evangeline,Binkley
hynden_walch,groundhog_day,debbie_kleiser,Hynden,Walch
martha_webster,groundhog_day,alice_waitress,Martha,Webster
angela_gollan,groundhog_day,piano_student,Angela,Gollan
dianne_b_shaw,groundhog_day,e_r_nurse,Dianne,Shaw
barbara_ann_grimes,groundhog_day,flat_tire_lady,Barbara,Grimes
ann_heekin,groundhog_day,flat_tire_lady,Ann,Heekin
lucina_paquet,groundhog_day,flat_tire_lady,Lucina,Paquet
brenda_pickleman,groundhog_day,buster_s_wife,Brenda,Pickleman
amy_murdoch,groundhog_day,buster_s_daughter,Amy,Murdoch
lindsay_albert,groundhog_day,woman_with_cigarette,Lindsay,Albert
leslie_frates,groundhog_day,herself__jeopardy__contestant,Leslie,Frates
regina_prokop,groundhog_day,polka_dancer,Regina,Prokop
colleen_camp,hearts_of_darkness_a_filmmaker_s_apocalypse,herself,Colleen,Camp
eleanor_coppola,hearts_of_darkness_a_filmmaker_s_apocalypse,herself,Eleanor,Coppola
gia_coppola,hearts_of_darkness_a_filmmaker_s_apocalypse,herself,Gia,Coppola
sofia_coppola,hearts_of_darkness_a_filmmaker_s_apocalypse,herself,Sofia,Coppola
jennifer_jason_leigh,the_hudsucker_proxy,amy_archer,Jennifer,Leigh
mary_lou_rosato,the_hudsucker_proxy,mussburger_s_secretary,Mary,Rosato
eleanor_glockner,the_hudsucker_proxy,mrs_mussburger,Eleanor,Glockner
kathleen_perkins,the_hudsucker_proxy,mrs_braithwaite,Kathleen,Perkins
barbara_ann_grimes,the_hudsucker_proxy,mrs_cardoza,Barbara,Grimes
anna_nicole_smith,the_hudsucker_proxy,za_za,Anna,Smith
pamela_everett,the_hudsucker_proxy,dream_dancer,Pamela,Everett
linda_mccoy,the_hudsucker_proxy,coffee_shop_waitress,Linda,McCoy
joanne_pankow,the_hudsucker_proxy,newsreel_secretary,Joanne,Pankow
cynthia_baker,the_hudsucker_proxy,new_year_s_mob,Cynthia,Baker
patricia_arquette,inside_monkey_zetterland,grace_zetterland,Patricia,Arquette
sandra_bernhard,inside_monkey_zetterland,imogene,Sandra,Bernhard
sofia_coppola,inside_monkey_zetterland,cindy,Sofia,Coppola
katherine_helmond,inside_monkey_zetterland,honor_zetterland,Katherine,Helmond
ricki_lake,inside_monkey_zetterland,bella_the_stalker,Ricki,Lake
debi_mazar,inside_monkey_zetterland,daphne,Debi,Mazar
martha_plimpton,inside_monkey_zetterland,sofie,Martha,Plimpton
robin_antin,inside_monkey_zetterland,waitress,Robin,Antin
frances_bay,inside_monkey_zetterland,grandma,Frances,Bay
melissa_lechner,inside_monkey_zetterland,observation_psychiatrist,Melissa,Lechner
vivian_schilling,inside_monkey_zetterland,network_producer,Vivian,Schilling
blair_tefkin,inside_monkey_zetterland,brent_s_assistant,Blair,Tefkin
catherine_zeta_jones,intolerable_cruelty,marylin_rexroth,Catherine,Jones
julia_duffy,intolerable_cruelty,sarah_sorkin,Julia,Duffy
stacey_travis,intolerable_cruelty,bonnie_donaly,Stacey,Travis
judith_drake,intolerable_cruelty,mrs_gutman,Judith,Drake
kristin_dattilo,intolerable_cruelty,rex_s_young_woman,Kristin,Dattilo
wendle_josepher,intolerable_cruelty,miles_receptionist,Wendle,Josepher
mary_pat_gleason,intolerable_cruelty,nero_s_waitress,Mary,Gleason
mia_cottet,intolerable_cruelty,ramona_barcelona,Mia,Cottet
kiersten_warren,intolerable_cruelty,claire_o_mara,Kiersten,Warren
isabell_o_connor,intolerable_cruelty,judge_marva_munson,Isabell,O'Connor
mary_gillis,intolerable_cruelty,court_reporter,Mary,Gillis
julie_osburn,intolerable_cruelty,stewardess,Julie,Osburn
kate_luyben,intolerable_cruelty,santa_fe_tart,Kate,Luyben
kitana_baker,intolerable_cruelty,santa_fe_tart,Kitana,Baker
camille_anderson,intolerable_cruelty,santa_fe_tart,Camille,Anderson
tamie_sheffield,intolerable_cruelty,santa_fe_tart,Tamie,Sheffield
bridget_marquardt,intolerable_cruelty,santa_fe_tart,Bridget,Marquardt
emma_harrison,intolerable_cruelty,santa_fe_tart,Emma,Harrison
justine_baker,intolerable_cruelty,wedding_guest,Justine,Baker
barbara_kerr_condon,intolerable_cruelty,herb_myerson_s_private_nurse,Barbara,Condon
susan_yeagley,intolerable_cruelty,tart_1,Susan,Yeagley
audrey_tautou,the_da_vinci_code,sophie_neveu,Audrey,Tautou
irma_p_hall,the_ladykillers,marva_munson,Irma,Hall
diane_delano,the_ladykillers,mountain_girl,Diane,Delano
lyne_odums,the_ladykillers,rosalie_funthes,Lyne,Odums
hallie_singleton,the_ladykillers,craft_service,Hallie,Singleton
freda_foh_shen,the_ladykillers,doughnut_woman,Freda,Shen
paula_martin,the_ladykillers,gawain_s_mama,Paula,Martin
te_te_benn,the_ladykillers,gawain_s_sister,Te,Benn
jennifer_echols,the_ladykillers,waffle_hut_waitress,Jennifer,Echols
nita_norris,the_ladykillers,tea_lady,Nita,Norris
vivian_smallwood,the_ladykillers,tea_lady,Vivian,Smallwood
maryn_tasco,the_ladykillers,tea_lady,Maryn,Tasco
muriel_whitaker,the_ladykillers,tea_lady,Muriel,Whitaker
jessie_bailey,the_ladykillers,tea_lady,Jessie,Bailey
louisa_abernathy,the_ladykillers,church_voice,Louisa,Abernathy
mildred_dumas,the_ladykillers,church_voice,Mildred,Dumas
mi_mi_green_fann,the_ladykillers,church_voice,Mi,Fann
christina_turley,lick_the_star,kate,Christina,Turley
audrey_heaven,lick_the_star,chloe,Audrey,Heaven
julia_vanderham,lick_the_star,rebecca,Julia,Vanderham
lindsy_drummer,lick_the_star,sara,Lindsy,Drummer
rachael_vanni,lick_the_star,wendy,Rachael,Vanni
zoe_r_cassavetes,lick_the_star,p_e_teacher,Zoe,Cassavetes
anahid_nazarian,lick_the_star,social_studies_teacher,Anahid,Nazarian
davia_nelson,lick_the_star,english_teacher,Davia,Nelson
christianna_toler,lick_the_star,nadine,Christianna,Toler
hilary_fleming,lick_the_star,taco_girl,Hilary,Fleming
eleanor_cummings,lick_the_star,sixth_grader_p_e_victim,Eleanor,Cummings
scarlett_johansson,lost_in_translation,charlotte,Scarlett,Johansson
akiko_takeshita,lost_in_translation,ms_kawasaki,Akiko,Takeshita
catherine_lambert,lost_in_translation,jazz_singer,Catherine,Lambert
nao_asuka,lost_in_translation,premium_fantasy_woman,Nao,Asuka
hiroko_kawasaki,lost_in_translation,hiroko,Hiroko,Kawasaki
daikon,lost_in_translation,bambie,Daikon,
anna_faris,lost_in_translation,kelly,Anna,Faris
akiko_monou,lost_in_translation,p_chan,Akiko,Monou
toshikawa_hiromi,lost_in_translation,hiromix,Toshikawa,Hiromi
lisle_wilkerson,lost_in_translation,sexy_businesswoman,Lisle,Wilkerson
nancy_steiner,lost_in_translation,lydia_harris,Nancy,Steiner
frances_mcdormand,the_man_who_wasn_t_there,doris_crane,Frances,McDormand
katherine_borowitz,the_man_who_wasn_t_there,ann_nirdlinger,Katherine,Borowitz
scarlett_johansson,the_man_who_wasn_t_there,rachel_birdy_abundas,Scarlett,Johansson
lilyan_chauvin,the_man_who_wasn_t_there,medium,Lilyan,Chauvin
rhoda_gemignani,the_man_who_wasn_t_there,costanza,Rhoda,Gemignani
brooke_smith,the_man_who_wasn_t_there,sobbing_prisoner,Brooke,Smith
hallie_singleton,the_man_who_wasn_t_there,waitress,Hallie,Singleton
mary_bogue,the_man_who_wasn_t_there,prisoner_visitor,Mary,Bogue
michelle_weber,the_man_who_wasn_t_there,dancer,Michelle,Weber
randi_pareira,the_man_who_wasn_t_there,dancer,Randi,Pareira
brenda_mae_hamilton,the_man_who_wasn_t_there,dancer,Brenda,Hamilton
rita_bland,the_man_who_wasn_t_there,dancer,Rita,Bland
audrey_k_baranishyn,the_man_who_wasn_t_there,dancer,Audrey,Baranishyn
qyn_hughes,the_man_who_wasn_t_there,dancer,Qyn,Hughes
rachel_mcdonald,the_man_who_wasn_t_there,dancer,Rachel,McDonald
joan_m_blair,the_man_who_wasn_t_there,prison_matron,Joan,Blair
cherilyn_hayres,the_man_who_wasn_t_there,swing_dancer,Cherilyn,Hayres
monika_malmrose,the_man_who_wasn_t_there,crying_girl,Monika,Malmrose
kirsten_dunst,marie_antoinette,marie_antoinette,Kirsten,Dunst
judy_davis,marie_antoinette,comtesse_de_noailles,Judy,Davis
asia_argento,marie_antoinette,madame_du_barry,Asia,Argento
marianne_faithfull,marie_antoinette,maria_theresia,Marianne,Faithfull
aurore_cl_ment,marie_antoinette,la_duchesse_de_chartres,Aurore,Ment
clementine_poidatz,marie_antoinette,comtesse_de_provence,Clémentine,Poidatz
