ivery_wheeler,the_cotton_club,dancer,Ivery,Wheeler,ivery_wheelerthe_cotton_clubdancer
donald_williams,the_cotton_club,dancer,Donald,Williams,donald_williamsthe_cotton_clubdancer
george_coutoupis,the_cotton_club,gangster,George,Coutoupis,george_coutoupisthe_cotton_clubgangster
nicholas_j_giangiulio,the_cotton_club,screen_test_thug,Nicholas,Giangiulio,nicholas_j_giangiuliothe_cotton_clubscreen_test_thug
mark_margolis,the_cotton_club,gunman_sooting_cage_s_character,Mark,Margolis,mark_margolisthe_cotton_clubgunman_sooting_cage_s_character
kirk_taylor,the_cotton_club,cotton_club_waiter,Kirk,Taylor,kirk_taylorthe_cotton_clubcotton_club_waiter
stan_tracy,the_cotton_club,legs_diamond_s_bodyguard,Stan,Tracy,stan_tracythe_cotton_clublegs_diamond_s_bodyguard
rick_washburn,the_cotton_club,hitman,Rick,Washburn,rick_washburnthe_cotton_clubhitman
jeremy_davies,cq,paul,Jeremy,Davies,jeremy_daviescqpaul
g_rard_depardieu,cq,andrezej,G,Depardieu,g_rard_depardieucqandrezej
giancarlo_giannini,cq,enzo,Giancarlo,Giannini,giancarlo_gianninicqenzo
massimo_ghini,cq,fabrizio,Massimo,Ghini,massimo_ghinicqfabrizio
jason_schwartzman,cq,felix_demarco,Jason,Schwartzman,jason_schwartzmancqfelix_demarco
billy_zane,cq,mr_e,Billy,Zane,billy_zanecqmr_e
john_phillip_law,cq,chairman,John,Law,john_phillip_lawcqchairman
silvio_muccino,cq,pippo,Silvio,Muccino,silvio_muccinocqpippo
dean_stockwell,cq,dr_ballard,Dean,Stockwell,dean_stockwellcqdr_ballard
bernard_verley,cq,trailer_voiceover_actor,Bernard,Verley,bernard_verleycqtrailer_voiceover_actor
l_m_kit_carson,cq,fantasy_critic,L,Carson,l_m_kit_carsoncqfantasy_critic
chris_bearne,cq,fantasy_critic,Chris,Bearne,chris_bearnecqfantasy_critic
jean_paul_scarpitta,cq,fantasy_critic,Jean,Scarpitta,jean_paul_scarpittacqfantasy_critic
nicolas_saada,cq,fantasy_critic,Nicolas,Saada,nicolas_saadacqfantasy_critic
remi_fourquin,cq,fantasy_critic,Remi,Fourquin,remi_fourquincqfantasy_critic
jean_claude_schlim,cq,fantasy_critic,Jean,Schlim,jean_claude_schlimcqfantasy_critic
jacques_deglas,cq,fantasy_critic,Jacques,Deglas,jacques_deglascqfantasy_critic
gilles_soeder,cq,fantasy_critic,Gilles,Soeder,gilles_soedercqfantasy_critic
julian_nest,cq,festival_critic,Julian,Nest,julian_nestcqfestival_critic
leslie_woodhall,cq,board_member,Leslie,Woodhall,leslie_woodhallcqboard_member
jean_baptiste_kremer,cq,board_member,Jean,Kremer,jean_baptiste_kremercqboard_member
franck_sasonoff,cq,angry_man_at_riots,Franck,Sasonoff,franck_sasonoffcqangry_man_at_riots
jean_fran_ois_wolff,cq,party_man,Jean,Wolff,jean_fran_ois_wolffcqparty_man
eric_connor,cq,long_haired_actor_at_party,Eric,Connor,eric_connorcqlong_haired_actor_at_party
fr_d_ric_de_brabant,cq,steward,Fr,Brabant,fr_d_ric_de_brabantcqsteward
shawn_mortensen,cq,revolutionary_guard,Shawn,Mortensen,shawn_mortensencqrevolutionary_guard
matthieu_tonetti,cq,revolutionary_guard,Matthieu,Tonetti,matthieu_tonetticqrevolutionary_guard
mark_thompson_ashworth,cq,lead_ghoul,Mark,Ashworth,mark_thompson_ashworthcqlead_ghoul
pieter_riemens,cq,assistant_director,Pieter,Riemens,pieter_riemenscqassistant_director
andrea_cormaci,cq,soldier_boy,Andrea,Cormaci,andrea_cormacicqsoldier_boy
emidio_la_vella,cq,italian_actor,Emidio,Vella,emidio_la_vellacqitalian_actor
massimo_schina,cq,friendly_guy_at_party,Massimo,Schina,massimo_schinacqfriendly_guy_at_party
christophe_chrompin,cq,jealous_boyfriend,Christophe,Chrompin,christophe_chrompincqjealous_boyfriend
romain_duris,cq,hippie_filmmaker,Romain,Duris,romain_duriscqhippie_filmmaker
chris_anthony,cq,second_assistant_director,Chris,Anthony,chris_anthonycqsecond_assistant_director
dean_tavoularis,cq,man_at_screening,Dean,Tavoularis,dean_tavoulariscqman_at_screening
paul_l_smith,crimewave,faron_crush,Paul,Smith,paul_l_smithcrimewavefaron_crush
brion_james,crimewave,arthur_coddish,Brion,James,brion_jamescrimewavearthur_coddish
edward_r_pressman,crimewave,ernest_trend,Edward,Pressman,edward_r_pressmancrimewaveernest_trend
bruce_campbell,crimewave,renaldo_the_heel,Bruce,Campbell,bruce_campbellcrimewaverenaldo_the_heel
reed_birney,crimewave,vic_ajax,Reed,Birney,reed_birneycrimewavevic_ajax
richard_bright,crimewave,officer_brennan,Richard,Bright,richard_brightcrimewaveofficer_brennan
antonio_fargas,crimewave,blind_man,Antonio,Fargas,antonio_fargascrimewaveblind_man
hamid_dana,crimewave,donald_odegard,Hamid,Dana,hamid_danacrimewavedonald_odegard
john_hardy,crimewave,mr_yarman,John,Hardy,john_hardycrimewavemr_yarman
emil_sitka,crimewave,colonel_rodgers,Emil,Sitka,emil_sitkacrimewavecolonel_rodgers
hal_youngblood,crimewave,jack_elroy,Hal,Youngblood,hal_youngbloodcrimewavejack_elroy
sean_farley,crimewave,jack_elroy_jr,Sean,Farley,sean_farleycrimewavejack_elroy_jr
richard_demanincor,crimewave,officer_garvey,Richard,DeManincor,richard_demanincorcrimewaveofficer_garvey
wiley_harker,crimewave,governor,Wiley,Harker,wiley_harkercrimewavegovernor
julius_harris,crimewave,hardened_convict,Julius,Harris,julius_harriscrimewavehardened_convict
ralph_drischell,crimewave,executioner,Ralph,Drischell,ralph_drischellcrimewaveexecutioner
robert_symonds,crimewave,guard_1,Robert,Symonds,robert_symondscrimewaveguard_1
patrick_stack,crimewave,guard_2,Patrick,Stack,patrick_stackcrimewaveguard_2
philip_a_gillis,crimewave,priest,Philip,Gillis,philip_a_gilliscrimewavepriest
matthew_taylor,crimewave,muscleman,Matthew,Taylor,matthew_taylorcrimewavemuscleman
perry_mallette,crimewave,grizzled_veteran,Perry,Mallette,perry_mallettecrimewavegrizzled_veteran
chuck_gaidica,crimewave,weatherman,Chuck,Gaidica,chuck_gaidicacrimewaveweatherman
jimmie_launce,crimewave,announcer,Jimmie,Launce,jimmie_launcecrimewaveannouncer
joseph_french,crimewave,bandleader,Joseph,French,joseph_frenchcrimewavebandleader
ted_raimi,crimewave,waiter,Ted,Raimi,ted_raimicrimewavewaiter
dennis_chaitlin,crimewave,fat_waiter,Dennis,Chaitlin,dennis_chaitlincrimewavefat_waiter
joel_coen,crimewave,reporter_at_execution,Joel,Coen,joel_coencrimewavereporter_at_execution
dan_nelson,crimewave,waiter,Dan,Nelson,dan_nelsoncrimewavewaiter
sidney_cox,down_from_the_mountain,himself,Sidney,Cox,sidney_coxdown_from_the_mountainhimself
willard_cox,down_from_the_mountain,himself,Willard,Cox,willard_coxdown_from_the_mountainhimself
nathan_best,down_from_the_mountain,himself,Nathan,Best,nathan_bestdown_from_the_mountainhimself
issac_freeman,down_from_the_mountain,himself,Issac,Freeman,issac_freemandown_from_the_mountainhimself
robert_hamlett,down_from_the_mountain,himself,Robert,Hamlett,robert_hamlettdown_from_the_mountainhimself
joseph_rice,down_from_the_mountain,himself,Joseph,Rice,joseph_ricedown_from_the_mountainhimself
wilson_waters_jr,down_from_the_mountain,himself,Wilson,Jr.,wilson_waters_jrdown_from_the_mountainhimself
john_hartford,down_from_the_mountain,himself,John,Hartford,john_hartforddown_from_the_mountainhimself
larry_perkins,down_from_the_mountain,himself,Larry,Perkins,larry_perkinsdown_from_the_mountainhimself
chris_thomas_king,down_from_the_mountain,himself,Chris,King,chris_thomas_kingdown_from_the_mountainhimself
colin_linden,down_from_the_mountain,himself,Colin,Linden,colin_lindendown_from_the_mountainhimself
pat_enright,down_from_the_mountain,himself,Pat,Enright,pat_enrightdown_from_the_mountainhimself
gene_libbea,down_from_the_mountain,himself,Gene,Libbea,gene_libbeadown_from_the_mountainhimself
alan_o_bryant,down_from_the_mountain,himself,Alan,O'Bryant,alan_o_bryantdown_from_the_mountainhimself
roland_white,down_from_the_mountain,himself,Roland,White,roland_whitedown_from_the_mountainhimself
ralph_stanley,down_from_the_mountain,himself,Ralph,Stanley,ralph_stanleydown_from_the_mountainhimself
david_rawlings,down_from_the_mountain,himself,David,Rawlings,david_rawlingsdown_from_the_mountainhimself
buck_white,down_from_the_mountain,himself,Buck,White,buck_whitedown_from_the_mountainhimself
barry_bales,down_from_the_mountain,house_band_bass,Barry,Bales,barry_balesdown_from_the_mountainhouse_band_bass
ron_block,down_from_the_mountain,house_band_banjo,Ron,Block,ron_blockdown_from_the_mountainhouse_band_banjo
mike_compton,down_from_the_mountain,house_band_mandolin,Mike,Compton,mike_comptondown_from_the_mountainhouse_band_mandolin
jerry_douglas,down_from_the_mountain,house_band_dobro,Jerry,Douglas,jerry_douglasdown_from_the_mountainhouse_band_dobro
stuart_duncan,down_from_the_mountain,house_band_fiddle,Stuart,Duncan,stuart_duncandown_from_the_mountainhouse_band_fiddle
